idx	source	genre	prev	current	next	pred	comp	ecomark	eco	context+target	question	prompt	relation	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	95% CI lower bound	95% CI upper bound	mean	sd	entailment	embagr	embtns	embtnsm	general_fact	embper	mtrtns	mtrtnsm	mtrper
203015	NLRW2000000006.205	신문	이 가운데 범인이 '옴진리교 사형 집행에 대한 보복'이라고 주장해 일본 전역에 긴장감이 감돌고 있다. 범인 A씨는 해가 바뀐 이날 오전 0시 10분, 도쿄 시부야구 다케시타거리에서 차량으로 행인들이 움집한 곳에 돌진했다. 그는 연말연시를 맞아 차량 통행이 금지됐던 메이지진구 인근의 도로에서 행인 8명을 들이받았고, 살인미수 혐의로 즉각 체포됐다.	"A씨는 체포 직후 자신의 행동을 '테러'라며 규정했고, ""사형에 대한 보복""이라고 옴진리교 사형수들의 형 집행에 불만이 있음을 내비쳤다."	앞서 일본 정부는 지난해 7월 도쿄 지하철역 사린가스 테러사건 등과 관련해 교주 아사하라 쇼코 등 옴진리교 관계자 13명의 사형을 집행한 바 있다. 옴진리교는 지난 1980년대 만들어진 신흥 종교로, 지하철 사린가스 테러사건은 옴진리교 신도들이 1995년 3월 도쿄 지하철 3개 노선, 5개 차량의 출근길 승객에게 맹독성 사린가스를 뿌려 13명을 죽이고 6천200명 이상을 다치게 한 사건을 말한다. 아사하라를 비롯한 관계자들의 형 집행은 지난 1995년 5월 체포 이후 23년만에 이뤄졌다.	내비치다	ㅁ을_		없음	"범인 A씨는 해가 바뀐 이날 오전 0시 10분, 도쿄 시부야구 다케시타거리에서 차량으로 행인들이 움집한 곳에 돌진했다. 그는 연말연시를 맞아 차량 통행이 금지됐던 메이지진구 인근의 도로에서 행인 8명을 들이받았고, 살인미수 혐의로 즉각 체포됐다. A씨는 체포 직후 자신의 행동을 '테러'라며 규정했고, ""사형에 대한 보복""이라고 옴진리교 사형수들의 형 집행에 불만이 있음을 내비쳤다. 앞서 일본 정부는 지난해 7월 도쿄 지하철역 사린가스 테러사건 등과 관련해 교주 아사하라 쇼코 등 옴진리교 관계자 13명의 사형을 집행한 바 있다."	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	범인 A씨는 옴진리교 사형수들의 형 집행에 불만이 있었다	중립	7	7	6	6	7	6	4	5	7	6	7	7	6	4	4	7	6	7	7	7		5.67254 	6.62746 	6.15	1.089422831	entailment	n	현재	없음	n	3	과거	었/았	3
107011	NPRW2000000004.894	신문	2011년부터 2014년까지 국가대표로 맹활약했던 이수민은 2013년 아마추어 신분으로 출전한 ‘군산CC오픈’에서 우승하며 두각을 나타냈다.코리안투어 데뷔 시즌인 2015년 또 다시 ‘군산CC오픈’에서 정상에 등극한 그는 그 해 ‘명출상’을 수상하기도 했다. 이수민은 2016년 유러피언투어 ‘선전 인터내셔널’에서 우승컵을 들어올리며 본격적으로 해외투어 활동을 시작했으나 이후 그렇다 할 성과는 얻지 못했다. 해외 무대에 집중하다 보니 자연스럽게 코리안투어의 출전 대회 수가 줄어든 이수민은 코리안투어 시드마저 잃을 수 있었으나 지난해 12월 군산CC에서 열린 ‘코리안투어 QT(퀄리파잉 토너먼트)’에서 공동 26위에 올라 이번 시즌 코리안투어 시드를 확보하는 데 성공했다.	이수민은 “’코리안투어 QT’ 출전이 처음이었고 여기서 좋은 성적을 내지 못한다면 코리안투어로 돌아갈 수 있는 확률이 낮아진다는 사실에 부담감이 있기도 했다. 	하지만 좋아하는 코스이고 2번의 우승을 이뤄냈던 곳인만큼 ‘할 수 있다’라는 믿음도 있었다”라고 소회했다. 이어 “2019년에는 코리안투어의 모든 대회에 참가할 예정이다. 어렵게 기회를 얻었기에 초심으로 돌아가 새로운 시작을 꿈꾸고 있다. 	낮아지다	ㄴ_확률		없음	해외 무대에 집중하다 보니 자연스럽게 코리안투어의 출전 대회 수가 줄어든 이수민은 코리안투어 시드마저 잃을 수 있었으나 지난해 12월 군산CC에서 열린 ‘코리안투어 QT(퀄리파잉 토너먼트)’에서 공동 26위에 올라 이번 시즌 코리안투어 시드를 확보하는 데 성공했다. 이수민은 “’코리안투어 QT’ 출전이 처음이었고 여기서 좋은 성적을 내지 못한다면 코리안투어로 돌아갈 수 있는 확률이 낮아진다는 사실에 부담감이 있기도 했다. 하지만 좋아하는 코스이고 2번의 우승을 이뤄냈던 곳인만큼 ‘할 수 있다’라는 믿음도 있었다”라고 소회했다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	’코리안투어 QT’에서 좋은 성적을 내지 못한다면 코리안투어로 돌아갈 수 있다	모순	3	2	2	4	1	2	1	1	3	2	3	2	2	1	1	1	1	1	2	4		1.51231 	2.38769 	1.95	0.998683344	contradiction	n	현재	은/는	n	3	현재	은/는	3
303009	SBRW1900011955.1	구어	P1: 예. P2: 이 세책점도 소설 열풍을 타고 굉장히 큰 히트를 기록을 했는데요. P2: 세책점 운영하는 사람들이 거기서 책을 빌려주는데 끝난 게 아니라 스스로 소설을 창작을 하기도 했었구요. P1: 예예. P2: 그 주변 사람들한테 거기도 한 번 써 보시오. P1: {laughing} P2: 이렇게 유도를 하면서 P1: 네. P2: 그 소설의 수를 불려나가는 것이죠. P1: 네. 	P2: 제작을 독려했다고도 볼 수 있는데 어 주로 이제 어 소설을 청탁받은 사람들이나 세책점을 운영했던 사람들이 좀 아전 정도나 조금 이하 	P1: 네. P2: 중간층 정도 되는 P1: 네. P2: 그런 사람들이었고 자신들과 유사한 신분에 있는 사람들한테도 P1: 예. P2: 소설을 청탁하거나 또 공급받기도 했었습니다. P1: 네. P2: 이게 나중에 구르미 그린 달빛이라고 하는 드라마에서도 어 세책점이 모티브가 되기도 하지요. P1: 네. 그래요. 아 주요 독자층은 그 세책점에 누가 어 왔을까요? P2: 네. 뭐 한글소설 또 유행을 했었기 때문에 	보다	다고도_	-(으)ㄹ 수 있-	양태/비인식/능력	세책점 운영하는 사람들이 거기서 책을 빌려주는데 끝난 게 아니라 스스로 소설을 창작을 하기도 했었구요. 그 주변 사람들한테 거기도 한 번 써 보시오. 이렇게 유도를 하면서 그 소설의 수를 불려나가는 것이죠. 제작을 독려했다고도 볼 수 있는데 어 주로 이제 어 소설을 청탁받은 사람들이나 세책점을 운영했던 사람들이 좀 아전 정도나 조금 이하 중간층 정도 되는 그런 사람들이었고 자신들과 유사한 신분에 있는 사람들한테도 소설을 청탁하거나 또 공급받기도 했었습니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	세책점을 운영하는 사람들이 주변 사람들에게 책 제작을 독려했다	함의	5	5	7	6	6	6	5	5	7	5	6	5	5	4	6	6	6	5	6	6		5.26957 	5.93043 	5.6	0.753937035	entailment	n	과거	었/았	n	3	현재	없음	알수없음
401012	SBRW1900015538.1	구어	P4: 디엔에이 나왔는데 알리바이가 있다라고 해서 알리바이는 위장 알리바이도 있어요. P1: 그렇죠. P4: 즉 다시 말해서 다른 사람에게 부탁을 해가지고 P1: 예. P4: 자기가 거기 -있- 있었던 걸 얘기해달라라고 하는 것도 있는데 이 여러 가지가 뒤죽박죽이 된 그런 P1: 예. P4: 사건이 아닌가 봅니다. P1: 자 이뿐이 아닙니다. P1: 유족들은 당시 군이 사건을 축소하려 했다.이렇게 주장을 하는데 당시 경찰과 군 검찰에 수사 기록에 김 교수님 P5: 예. 	P1: 좀 이상한 점이 있었다고 해요. 	P5: 그렇습니다. 이~ 저~ 이~ 경찰 쪽에서는 살인 사건으로 P1: 예. P5: 본 거 같습니다. 어~ 그런데 인제 그~ 중요하게 보이는 그~ 농수로 옆에서 발견된 둔기 P1: 예. P5: 둔기는 사실 이게 엄청난 증거거든요. 그~ 거기에서 아마 피해자에 혈흔도 나올 거고 둔기를 누군가 사용했다면 P1: 그렇죠. P5: 거기서 디엔에이도 나올 겁니다. P5: 그런데 석연치 않은 이유로 둔기가 사라져 버렸어요. P1: 예. P5: 에~ 그러니까 인제 저는 인제 이거 분명히 그 당시에 이~ 관리한 사람에 대한 그~ 수사도 필요하다고 생각이 되고요. 	하다	다고_		없음	P1: 유족들은 당시 군이 사건을 축소하려 했다. 이렇게 주장을 하는데 당시 경찰과 군 검찰에 수사 기록에 김 교수님 P5: 예. P1: 좀 이상한 점이 있었다고 해요. P5: 그렇습니다. 이~ 저~ 이~ 경찰 쪽에서는 살인 사건으로 P1: 예. P5: 본 거 같습니다.	다음 [문장]의 내용에 대해 위 대화의 P1은 어느 정도로 확신한다고 생각하십니까?	당시 경찰과 군 검찰의 수사 기록에 이상한 점이 있었다	중립	7	6	5	6	5	5	4	6	5	5	5	5	4	5	5	7	7	5	4	6		4.94096 	5.75904 	5.35	0.933302004	entailment	n	과거	었/았	n	3	현재	없음	3
304056	SBRW1900017769.1	구어	P1: 어~ 그러나 더 더군다나 이런 병원에는 번듯하게 노조도 다 설립이 돼 있고 만약 행사에 참석하기 싫었던 간호사가 있었다면 그리고 이런 일은 업무 밖에 있는 행사이기 때문에 아나는 싫어 어~ 나는 안 하겠습니다.이렇게 말할 수 있었을 텐데 자 그렇게 말할 수 없는 분위기였을까요? P1: 어~ 이번에도 본인들 주장은 아니고요. P1: 이 노조 측 관계자가 대신해서 하는 이야기입니다. P1: 들어보시죠.네. 저 말 중에 이제 상급자에게 찍히는 그런 분위기를 얼핏 얘기하는데 최 교수님 P7: 네. P1: 사실 저런 분위기가 있는 것도 사실이에요. 아직까지 P7: 네. 그래서 이번 같은 경우에 사실은 입장이 다릅니다. 재단 측에서는 강요하지 않았다인 것이고 P1: 네. P7: 네. 지금 밝혀진 어~ 노조를 어 노조를 통해서 지금 밝혀진 바로는 뭐 직원분들 같은 경우에는 일부가 나는 여기에 대해서 강제적으로 하고 싶지 않았는 데도 불구하고 강제적으로 할 수 밖에 없는 분위기가 형성되었다라고 하면서 얘기하는 것들이 뭐 예를 들자면은 참여율 같은 것들을 병원 별로 보기 때문에 P1: 예. 	P7: 참여율이 없으면 우리 병원 내에서 뭔가 좀 참여가 저조하고 그렇다 보니까 이제 무언의 압박 같은 것들을 받을 수가 없었다는 입장이에요. 	P1: 네. P7: 그래서 저는 병원 측에 입장도 어느 정도는 가능하다고 봅니다. P7: 왜냐하면 뭐 최고의 경영진이라든지 최고의 판단하는 사람들이 모두 다를 알 수는 없겠죠. P7: 하지만 뭐 실무자급이라던지 아니면 어느 정도의 분위기가 그렇게 형성이 됐다면 향후에라도 혹시 이러한 다시 이러한 일들이 발생하거나 이러한 분위기가 형성되지 않기 위해서는 좀 최근에는 어느 직종이나 어느 뭐 회사나 많은 이러한 교육들을 시키기 때문에 뭐 화 뭐 직원들의 화합의 차원이라던지 아니면 이런 차원에서 교육 같은 것들 아니면 조금 뭐 다 같이 한번 생각해 보는 시간을 가지는 것도 좋을 것 같습니다. P1: 네. 흔히 이런 행사를 진행을 할 때 이 병원에 최고 책임자나 재단 쪽에서는 이런 말 혹시 쓰고 싶어할 지 모릅니다. P1: 한 사람도 빠짐 없이 우리 모두가 다 일사분란하게 이제 그런 시대는 아니다 그래서 하고 싶은 사람과 이런 거를 끔찍하게 싫어하는 사람들을 좀 세밀하게 구별하고 배려하고 뭐 그런 시대가 됐다는 점을 알아야 될 것 같습니다. P1: 이번에는 두 번째 아이템으로 넘어가겠습니다.네. 의붓 손녀를 무려 육년 동안이나 성폭행한 오십 대 범인 P7: 하 P1: 제가 이미 전해드린 바 있습니다. P1: 이 범인에 대해서 이 심 이 심 재판부가 이례적으로 원심보다 무거운 형량을 선고 했습니다.자 홍 기자 일 심 보다 높은 형량 선고 에 흔한 일은 아닌데 왜 그런 겁니까? 	이다	다는_입장		없음	지금 밝혀진 어~ 노조를 어 노조를 통해서 지금 밝혀진 바로는 뭐 직원분들 같은 경우에는 일부가 나는 여기에 대해서 강제적으로 하고 싶지 않았는 데도 불구하고 강제적으로 할 수 밖에 없는 분위기가 형성되었다라고 하면서 얘기하는 것들이 뭐 예를 들자면은 참여율 같은 것들을 병원 별로 보기 때문에 참여율이 없으면 우리 병원 내에서 뭔가 좀 참여가 저조하고 그렇다 보니까 이제 무언의 압박 같은 것들을 받을 수가 없었다는 입장이에요. 그래서 저는 병원 측에 입장도 어느 정도는 가능하다고 봅니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	우리 병원 내에서 참여가 저조하다보니까 직원분들은 무언의 압박 같은 것들을 받을 수가 없었다	중립	5	6	6	5	7	4	6	4	6	6	7	4	5	5	4	7	5	5	5	6		4.96404 	5.83596 	5.4	0.994722918	entailment	n	과거	었/았	n	3	현재	없음	3
304012	SBRW1900003292.1	구어	P1: 이십일일까지 온라인 신청받고요. P1: 자세한 내용은 서울 장학 재단 홈페이지 참고해주십시오. P1: 서울시에서 자전거 퍼레이드 참가자 모집합니다. P1: 종로 자전거 도로 개통을 기념해서 다음 달 팔일에 진행이 되겠습니다. P1: 자전거 퍼레이드 광화문을 출발해서 흥인지문 청계천로를 거쳐서 종로로 돌아오는 육 킬로미터 코습니다. P1: 이걸 자전거로 달리기 되는 거죠. P1: 좀 더 자세한 내용은 서울시 홈페이지 참고해주시고요. P1: 오늘 전해 드린 내용은 서울 속으로 황원찬입니다 홈페이지에서 다시 한번 자세히 확인하실 수 있습니다. P1: 서울에 다양한 정책 유익한 정보들 쉽게 친절하게 알려 드립니다. P1: 친절한 과장님 순서 시작해보죠.	P1: 봄을 맞아서 서울에 유아 숲 체험원이 문을 연다는 소식 오늘 전해 드릴 수 있겠습니다.	P1: 서울시 자연 생태과에 하재호 과장과 함께할게요.과장님 안녕하십니까? P2: 예. P2: 안녕하세요. P1: 네. P1: 반갑습니다. P2: 예. P1: 유아 숲 체험원 개장을 한다고 하는데 어떤 곳인지요? P2: 네. P2: 유아 숲 체험원은 어린이집과 유치원에 일률적인 그~ 정형화된 실내 교육에서 벗어나서 날씨와 상관없이 아이들이 가까운 숲으로 나가 숲속에 모든 자연물을 장난감 삼아 직접 체험하고 몸과 마음을 건강하게 다지는 숲 체험장입니다. P1: 예. 	전하다	다는_소식	-(으)ㄹ 수 있-/-겠-	양태/비인식/능력 + 양태/인식 	서울에 다양한 정책 유익한 정보들 쉽게 친절하게 알려 드립니다. 친절한 과장님 순서 시작해보죠. 봄을 맞아서 서울에 유아 숲 체험원이 문을 연다는 소식 오늘 전해 드릴 수 있겠습니다. 서울시 자연 생태과에 하재호 과장과 함께할게요.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	봄을 맞아서 서울에 유아 숲 체험원이 문을 연다	함의	7	7	7	6	6	5	7	6	7	7	7	7	4	7	7	7	5	7	7	4		5.89420 	6.80580 	6.35	1.039989878	entailment	n	현재	은/는	n	3	미래	(으)ㄹ_것/겠	1
304034	SBRW1900015765.1	구어	P1: 예. P2: 그런데 이게 조작이라면 어~ 이~ 승리 씨가 피의자 신분으로 전환이 됐겠느냐 그리고 경찰이 아레나 등에 대해서 압수수색을 했겠느냐 이런 식의 여론이 지금 번지면서 결국은 이게 와이지에 대한 어떤 그~ 불똥으로 튀고 있어요. 또 여기다 하나 보태서 승리 씨의 홍대 클럽으로 알려졌던 것도 실소유주가 양현석 씨로 드러나지 않았습니까? P1: 예. P2: 이러면서 탈세 의혹도 제기가 되고 있고요. P2: 이러다 보니까 지금 뭐 국민 청원 게시판에 수십 가지의 그~ 관련 글이 있는데 그중에서 가장 큰 지지를 받고 있는 것이 이 와이지에 대한 전면 수사가 필요하다 철저한 수사를 해달라라는 청원입니다. P1: 네. 뭐 물론 아직 수사 결과가 명확하게 나오지 않았기 때문에 그 어떤 것도 단정 지어선 안 되지만 일단 여론 반응을 보면은 뭐 주가에도 영향을 미치는 것 같아요. P3: 네. 주가에 고스란히 지금 이~ 여론들의 악영향이 영향을 끼치고 있고요. P1: 네. P3: 십일 일 코스닥 시장에서 와이지 같은 경우는 전날 대비 무려 십사 퍼센트나 하락한 삼만 칠천백오십 원에 거래가 끝났다고 합니다. P1: 예. 	P3: 이로 인해서 주식 폭락이라는 사태가 일어나면서 뭐 천백억 이상의 손해를 봤다고 하고요. 	P3: 와이지는 기존에 에스엠 제이와이피와 함께 이른바 국내 삼 대 기획사로 꼽히는 곳이었는데 이번 승리 씨 사건으로 인해서 앞으로는 이~ 삼 대 기획사의 지위도 위태로울지 모른다는 연예계 관계자들의 걱정스러운 전망이 나오고 있습니다. P1: 그렇군요. P1: 그런데 이 위기와 관련해서 과거의 승리가 한 발언이 있는데 이 내용도 잠깐 들어보겠습니다. P1: 자 승리 씨의 사건이 일파만파 커지면서 이~ 승리 씨와 직간접적으로 연관돼 있는 연예인들이 또 곤혹을 치르고 있어요. P5: 예. 배우 박한별 씨가 그 남편 유 모 씨가 P1: 예. P5: 승리 씨의 그 성 접대 의혹과 연루가 되었다는 논란이 있으면서 일각에서는 배우 박한별 씨도 자숙을 해야 된다라는 의견이 제기되고 있습니다. 그런데 또 이에 맞서서 P1: 예. P5: 왜 당사자가 아닌 박한별 씨가 자숙을 해야 하느냐라는 의견도 있습니다. P1: ((일단)) 박한별 씨하고는 관련이 없는 예. 	하다	다고_		없음	십일 일 코스닥 시장에서 와이지 같은 경우는 전날 대비 무려 십사 퍼센트나 하락한 삼만 칠천백오십 원에 거래가 끝났다고 합니다. 이로 인해서 주식 폭락이라는 사태가 일어나면서 뭐 천백억 이상의 손해를 봤다고 하고요. 와이지는 기존에 에스엠 제이와이피와 함께 이른바 국내 삼 대 기획사로 꼽히는 곳이었는데 이번 승리 씨 사건으로 인해서 앞으로는 이~ 삼 대 기획사의 지위도 위태로울지 모른다는 연예계 관계자들의 걱정스러운 전망이 나오고 있습니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	십일 일 코스닥 시장에서 와이지는 천백억 이상의 손해를 봤다	함의	7	6	7	6	5	4	6	5	7	6	6	7	4	7	6	7	7	5	6	4		5.43055 	6.36945 	5.9	1.071152847	entailment	y	과거	었/았	n	3	현재	없음	3
104005	NLRW2000000004.564	신문	그때까지는 당분간 대표이사 유고상태로 구단이 운영된다. 일단 경남도는 조 대표 체제를 유지한다는 방침을 정한 것으로 알려졌다. 이에 따라 조 대표가 당분간 구단을 이끌 것으로 전망된다.	이미 건강상 이유로 임기만료에 따라 자연스럽게 물러나겠다는 뜻을 밝혔던 조 대표는 현재 구단 상황과 구단주 부재 상황 등을 고려해 곧바로 그만두지는 않겠다고 밝혔다.	"조 대표는 이날 주총 폐회사에서 ""지난해 많은 어려움이 있었지만 좋은 성과를 거뒀고 무엇보다 악성 부채 30억 원을 모두 갚았다""며 ""시·도민구단은 경영 안정이 무엇보다 중요하다. 올해도 건전한 재정 운영을 위해 노력하겠다""고 말했다. 이어 ""구단이 명실상부한 명문으로 도민의 사랑을 받을 수 있도록 선수단과 임직원 모두 최선을 다하겠다""고 말했다."	밝히다	다는_뜻		없음	이에 따라 조 대표가 당분간 구단을 이끌 것으로 전망된다. 이미 건강상 이유로 임기만료에 따라 자연스럽게 물러나겠다는 뜻을 밝혔던 조 대표는 현재 구단 상황과 구단주 부재 상황 등을 고려해 곧바로 그만두지는 않겠다고 밝혔다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	조 대표는 건강상 이유로 임기만료에 따라 자연스럽게 물러날 것이다	모순	1	2	1	1	3	3	1	7	1	7	3	4	2	1	1	4	6	4	3	4		2.07954 	3.82046 	2.95	1.986136159	contradiction	y	미래	(으)ㄹ_것/겠	n	3	과거	었/았	3
305041	SBRW1900003510.1	구어	P2: 그래서 거기에 따른 감지 장치가 다 있습니다. P2: 그래서 거기에 맞춰서 연료 분사는 정상적으로 되게 돼 있는데 이런 문제가 있다 그러면은 어떤 그런 부분에서 이상이 있는 거 같습니다. P2: 그런데 요 지금 여기서 보면은 주차할 때 꼭 그런 일이 생긴다고 하고 하는데 보통 자동차에서 열이 많이 아주 요즘같이 열이 많이 발생이 된다 그래서 반드시 시동이 꺼지는 거는 아니거든요. P1: 예예. P2: 정상 작동으로 거기에 다 맞춰져서 만들어졌기 때문에 P1: 네. P2: 에 그런데 만약에 그런데도 시동이 꺼진다고 하는 것은 어떤 뭐 센서류에 문제가 있거나 P1: 예. P2: 불꽃을 주는 부분에 문제가 있거나 그렇거든요. P1: 네. 	P2: 그래서 여기서 이런 사항으로 점검해봤을 때는 보통 그 점화 코일에 문제나 아니면 저 공회절 조절 장치 쪽 이런 부분에 문제가 있는 것으로 이렇게 예상이 되니까 	P1: 예. P2: 그쪽을 점검해보셨으면 좋겠습니다. P1: 음~ 칠공육이 번님은 티지라고 하신 거 ((보면)) 그랜저 티지 얘기하신 걸까요? P2: 네. P1: 네. P2: 그렇죠. P1: -이천필- 이천팔년식 예. P1: 차량이고요. P1: 이년 전쯤에 엔진 체크 경고가 떠서 점검해 보니까 토크 벨브에 문제가 있다 그래서 미션을 수리했습니다. P1: 그런데 그 이후로 차가 2 상태일 때 차체 진동이 심하게 느껴집니다.	예상되다	ㄴ_것으로_		없음	그런데 요 지금 여기서 보면은 주차할 때 꼭 그런 일이 생긴다고 하고 하는데 보통 자동차에서 열이 많이 아주 요즘같이 열이 많이 발생이 된다 그래서 반드시 시동이 꺼지는 거는 아니거든요. 정상 작동으로 거기에 다 맞춰져서 만들어졌기 때문에 에 그런데 만약에 그런데도 시동이 꺼진다고 하는 것은 어떤 뭐 센서류에 문제가 있거나 불꽃을 주는 부분에 문제가 있거나 그렇거든요. 그래서 여기서 이런 사항으로 점검해봤을 때는 보통 그 점화 코일에 문제나 아니면 저 공회절 조절 장치 쪽 이런 부분에 문제가 있는 것으로 이렇게 예상이 되니까 그쪽을 점검해보셨으면 좋겠습니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	자동차 시동이 꺼지는 것은 보통 점화 코일이나 공회전 조절 장치 쪽에 문제가 있는 것이다	중립	6	6	6	6	7	6	5	5	6	6	7	7	4	6	7	6	6	5	6	5		5.55461 	6.24539 	5.9	0.788068926	entailment	n	현재	없음	n	3	현재	없음	3
301128	SBRW1900017549.1	구어	P3: 예. 그까 그 아이들이 주장하는 거는 P2: 예. P3: 우리 애가 뭐 게임을 잘한다고 본인이 얘기했다고 P1: 음 P3: 그래서 아이템을 키워주겠다고 얘기를 했다 그러더라구요. P2: 예. P3: 근데 실제로 우리 아이는 게임을 잘하질 못하거든요. P2: 예. P3: 그래서 아이템을 이제 키워준다고 게임을 해줬대요. P2: 네. 	P3: 근데 그까 아마 이게 도난을 당했나 봐요. 그 아이 그래서 	P2: 예. 예. P3: 이제 그거 때문에 처음부터 이제 돈을 이제 요구하기 시작했고 P2: 네. P3: 그다음에 이제 폭력을 -시작했다- 했다고 이케 P2: 예. P3: 얘기를 하더라고요. P2: 어~ P3: 그까 저도 우리 애가 무슨 학교에서 -뭔- 뭔가를 잘못했다거나 P2: 네. P3: 저는 그런 얘기도 사실은 들어본 적이 없거든요. 	보다	나_		없음	근데 실제로 우리 아이는 게임을 잘하질 못하거든요. 그래서 아이템을 이제 키워준다고 게임을 해줬대요. 근데 그까 아마 이게 도난을 당했나 봐요. 그 아이 그래서 이제 그거 때문에 처음부터 이제 돈을 이제 요구하기 시작했고 그다음에 이제 폭력을 -시작했다- 했다고 이케 얘기를 하더라고요. 	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	아이의 게임 아이템이 도난 당했다	중립	7	5	5	7	6	6	5	3	6	7	5	5	6	4	6	7	5	5	7	6		5.17254 	6.12746 	5.65	1.089422831	entailment	n	과거	었/았	n	3	현재	없음	알수없음
107016	NLRW2000000002.477	신문	도개발공사 사장에 김길수 전 도 총무행정관 임명 도는 25일 제11대 도개발공사 사장에 김길수 전 도 총무행정관을 2월1일자로 임명했다. 도개발공사는 후임 사장에 대한 공개 모집 및 서류·면접 심사를 거쳐 김길수 전 총무행정관 등 2명을 최종 후보자로 도에 추천했다.	도는 중앙부처와의 올림픽 사후 활용 관련 협의 등 당면 현안 해결이 시급한 점을 감안해 김길수 전 총무행정관을 임명했다고 밝혔다.	영월 출신으로 영월고, 안동대, 강원대 대학원을 졸업했으며 1991년 춘천시에서 공직을 시작해 도 예산과장, 화천부군수, 도 재난안전실장, 녹색국장 등을 역임했다. 김길수 사장은 “전임 노재수 사장 부임 후 지속된 흑자 기조를 유지할 계획”이라며 “재정 건전성과 조직 진단 등을 차분하게 진행, 도민을 위한 공사가 되도록 노력하겠다”고 했다. 한편 노재수 사장은 25일자로 퇴직했다.	밝히다	다고_		없음	도개발공사는 후임 사장에 대한 공개 모집 및 서류·면접 심사를 거쳐 김길수 전 총무행정관 등 2명을 최종 후보자로 도에 추천했다. 도는 중앙부처와의 올림픽 사후 활용 관련 협의 등 당면 현안 해결이 시급한 점을 감안해 김길수 전 총무행정관을 임명했다고 밝혔다. 영월 출신으로 영월고, 안동대, 강원대 대학원을 졸업했으며 1991년 춘천시에서 공직을 시작해 도 예산과장, 화천부군수, 도 재난안전실장, 녹색국장 등을 역임했다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	도개발공사 사장에 김길수 전 총무행정관을 임명했다	함의	5	7	7	7	7	7	7	4	7	7	7	6	7	7	7	7	7	7	7	7		6.34881 	7.05119 	6.7	0.801314709	entailment	y	과거	었/았	n	3	과거	었/았	3
204027	NLRW2000000022.410	신문	이어진 전술 훈련에서 김대의 감독은 압박과 빌드업 과정에 초점을 맞췄다. 무엇보다 새로 합류한 이학민과 박요한 등 풀백 자원들의 플레이를 눈여겨봤다. 김 감독은 “포백을 바탕으로 빠르게 빌드업을 전개하는 훈련을 반복하고 있다.	측면 수비수의 역할이 중요할 수밖에 없는데, 아직 세밀함이 부족하지만 반복 훈련으로 완성도를 높일 계획”이라고 설명했다.	이번 전지훈련의 또 다른 키워드는 ‘소통’이다. 선수단은 식사ㆍ미팅 시간에 휴대폰을 사용하지 않기로 뜻을 모았다. 서로 대화를 더 많이 하자는 취지에서다.	설명하다	라고_		없음	김 감독은 “포백을 바탕으로 빠르게 빌드업을 전개하는 훈련을 반복하고 있다. 측면 수비수의 역할이 중요할 수밖에 없는데, 아직 세밀함이 부족하지만 반복 훈련으로 완성도를 높일 계획”이라고 설명했다. 이번 전지훈련의 또 다른 키워드는 ‘소통’이다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	김 감독은 반복 훈련으로 측면 수비의 완성도를 높일 계획이다	함의	7	7	7	7	6	6	6	7	5	7	7	7	7	7	6	7	7	7	6	7		6.39267 	6.90733 	6.65	0.587142949	entailment	y	현재	없음	n	3	과거	었/았	3
